"target","source","weight","mor"
"Ptafr","NFkB",2.18372485855933,1
"Ptcd3","NFkB",1.41690025771388,-1
"Ptger4","NFkB",3.68054790744993,1
"Ptgir","NFkB",1.33076979269423,1
"Ptgs2","NFkB",12.4677295214291,1
"Ptpn1","NFkB",1.0916647135545,1
"Ptpn4","NFkB",1.21141864484411,-1
"Ptx3","NFkB",21.2478956388809,1
"Pura","NFkB",0.999603027253038,-1
"Qpct","NFkB",2.93105306654503,1
"Rab8b","NFkB",2.09038115515471,1
"Rap1b","NFkB",2.05789789970511,1
"Rap2c","NFkB",2.71889463852451,1
"Rarres1","NFkB",5.02882784944543,1
"Rcan1","NFkB",2.59535053174533,1
"Rel","NFkB",4.70997255673979,1
"Rela","NFkB",1.93222401235417,1
"Relb","NFkB",7.77922197337011,1
"Rgs14","NFkB",1.06646765497956,-1
"Rgs18","NFkB",2.49901943280923,-1
"Rhbdf2","NFkB",2.86026714071783,1
"Rhbdl2","NFkB",2.45652259105148,1
"Rhcg","NFkB",2.33093766036672,1
"Rhobtb2","NFkB",1.48216927522232,-1
"Rilpl2","NFkB",2.9866696000844,1
"Ripk2","NFkB",5.97975213098363,1
"Rita1","NFkB",1.37245023288366,-1
"Rnd1","NFkB",3.76949379250996,1
"Rnf125","NFkB",2.94132551703075,-1
"Rnf144b","NFkB",4.74335712187476,1
"Rnf19b","NFkB",6.70700433729029,1
"Rnf207","NFkB",0.687904558148629,1
"Rprd2","NFkB",1.42860814788047,-1
"Rrad","NFkB",2.41203039136984,1
"Rwdd3","NFkB",1.67580246041946,-1
"Samd9l","NFkB",5.18906227532134,1
"Samsn1","NFkB",2.18737320320564,1
"Sav1","NFkB",2.1289982469649,1
"Sbno2","NFkB",1.7247617309238,1
"Scarf1","NFkB",1.29825405108665,1
"Sdc4","NFkB",8.15340036456494,1
"Sdcbp","NFkB",2.24049287656593,1
"Sdhaf1","NFkB",1.44886556257275,-1
"Sdhaf3","NFkB",2.24652795821773,-1
"Sec11a","NFkB",1.00527380700947,-1
"Sele","NFkB",2.83937237636509,1
"Serpina3a","NFkB",0.701189066825018,1
"Serpina3b","NFkB",0.701189066825018,1
"Serpina3c","NFkB",0.701189066825018,1
"Serpina3f","NFkB",0.701189066825018,1
"Serpina3g","NFkB",0.701189066825018,1
"Serpina3i","NFkB",0.701189066825018,1
"Serpina3j","NFkB",0.701189066825018,1
"Serpina3k","NFkB",0.701189066825018,1
"Serpina3m","NFkB",0.701189066825018,1
"Serpina3n","NFkB",0.701189066825018,1
"Serpinb2","NFkB",8.99285340874673,1
"Serpinb9","NFkB",0.551975039050529,1
"Serpinb9b","NFkB",0.551975039050529,1
"Serpinb9c","NFkB",0.551975039050529,1
"Serpinb9d","NFkB",0.551975039050529,1
"Serpinb9e","NFkB",0.551975039050529,1
"Serpinb9f","NFkB",0.551975039050529,1
"Serpinb9g","NFkB",0.551975039050529,1
"Sgpp2","NFkB",7.41697819384461,1
"Six5","NFkB",0.920271509833079,1
"Slamf7","NFkB",7.1668796913645,1
"Slc11a2","NFkB",2.68664803875845,1
"Slc12a7","NFkB",2.65825998742171,1
"Slc1a2","NFkB",1.31956875845394,1
"Slc25a28","NFkB",1.95116252710674,1
"Slc25a37","NFkB",2.22763678081311,1
"Slc25a38","NFkB",1.51928165649295,-1
"Slc2a6","NFkB",9.72998809873575,1
"Slc31a2","NFkB",3.22831286817123,1
"Slc35a1","NFkB",2.1972341899617,-1
"Slc39a8","NFkB",2.76762905775522,1
"Slc41a2","NFkB",4.91500650401406,1
"Slc7a2","NFkB",2.1999167437709,1
"Slc9a8","NFkB",1.54482697196454,1
"Slco3a1","NFkB",2.04489513334972,1
"Slfn5","NFkB",4.01438519058346,1
"Smad5","NFkB",1.61370699944858,-1
"Smarca2","NFkB",1.46641360817811,-1
"Snx30","NFkB",3.19994208705604,-1
"Socs1","NFkB",2.78273963004795,1
"Socs3","NFkB",4.51191455862297,1
"Sod2","NFkB",11.1561501653772,1
"Sqstm1","NFkB",2.90211781268011,1
"Src","NFkB",1.18590571064875,1
"Srgn","NFkB",2.89881972807316,1
"Srpk2","NFkB",1.43401232101941,-1
"Stard5","NFkB",2.56095072415232,1
"Stat4","NFkB",4.08251772903246,1
"Stat5a","NFkB",3.98656100319747,1
"Strbp","NFkB",1.45308812648996,-1
"Stx11","NFkB",4.52523244924286,1
"Susd6","NFkB",4.73394267679072,1
"Syk","NFkB",1.19383872096035,-1
"Syngr3","NFkB",2.66797341750174,1
"Tank","NFkB",2.26666386817545,1
"Tap1","NFkB",7.08425703287775,1
"Tapbp","NFkB",3.13291760423785,1
"Tex2","NFkB",2.3536121501392,-1
"Tfpi2","NFkB",7.34206550736832,1
"Thap11","NFkB",2.16409784286719,-1
"Thyn1","NFkB",2.27527252782292,-1
"Tifa","NFkB",5.14411244624824,1
"Tk2","NFkB",1.24572711367797,-1
"Tlr2","NFkB",5.41421997604156,1
"Tmem106a","NFkB",1.75376942371937,1
"Tmem192","NFkB",1.87307757641471,-1
"Tmem217","NFkB",3.35381325962838,1
"Tnc","NFkB",3.17499631693614,1
"Tnf","NFkB",18.6392620596404,1
"Tnfaip1","NFkB",2.0948693350081,1
"Tnfaip2","NFkB",10.9108073918533,1
"Tnfaip3","NFkB",28.3737523134651,1
"Tnfaip6","NFkB",19.182263460877,1
"Tnfaip8","NFkB",4.93682380456133,1
"Tnfrsf9","NFkB",5.99605904813046,1
"Tnfsf15","NFkB",6.24584727544688,1
"Tnfsf8","NFkB",1.43507691561983,1
"Tnfsf9","NFkB",3.74031213548692,1
"Tnip1","NFkB",6.13472667662198,1
"Tnip2","NFkB",3.31072735149829,1
"Tnip3","NFkB",8.25934093825706,1
"Traf1","NFkB",10.3355766029445,1
"Traf2","NFkB",1.1967785350599,1
"Traf3","NFkB",2.19533257997013,1
"Trim36","NFkB",1.51894229123611,1
"Trip10","NFkB",4.16756174882639,1
"Trit1","NFkB",1.5736751540357,-1
"Trp53bp2","NFkB",2.69595034446236,1
"Tslp","NFkB",3.70306458385701,1
"Tubb2a","NFkB",4.22525037603048,1
"Tymp","NFkB",3.19991173282132,1
"Ubac1","NFkB",1.47671098511548,-1
"Ube2z","NFkB",2.15293276565257,1
"Upb1","NFkB",1.27331759799915,1
"Usp12","NFkB",2.22475122466156,1
"Usp21","NFkB",1.33856729619843,-1
"Usp43","NFkB",2.29351610033605,1
"Uxs1","NFkB",3.62372504005744,1
"Vcam1","NFkB",5.57361863636969,1
"Vnn1","NFkB",2.35293502529874,1
"Vps26b","NFkB",1.5324495671625,-1
"Wnt5a","NFkB",3.69500881785587,1
"Wtap","NFkB",3.76663440288848,1
"Xpa","NFkB",1.81731716820457,-1
"Xpo7","NFkB",1.06987030786217,-1
"Zbtb10","NFkB",2.27471369765185,1
"Zbtb17","NFkB",0.912333365763058,1
"Zbtb18","NFkB",1.83928230871605,-1
"Zbtb44","NFkB",1.96938209435631,-1
"Zbtb46","NFkB",0.921764530871999,1
"Zc3h12c","NFkB",3.75192516600483,1
"Zfp174","NFkB",0.999805647464538,-1
"Zfp398","NFkB",1.86315396415223,-1
"Zfp697","NFkB",2.24975143474151,1
"Zfp790","NFkB",2.31458628183199,-1
"Zfyve21","NFkB",1.41634576992736,-1
"Zhx3","NFkB",1.08195396784721,-1
"Zmiz2","NFkB",1.40553668743943,1
"Zyg11b","NFkB",2.55334467174754,-1
"2010005H15Rik","p53",1.12575971296347,1
"4930503L19Rik","p53",4.11682206865243,-1
"Aadac","p53",2.22688197116828,1
"Abca1","p53",3.55010027718027,1
"Abca12","p53",9.59718211876955,1
"Abcg4","p53",1.22052412023949,1
"Abhd4","p53",4.76064364336096,1
"Acer2","p53",11.5960643896458,1
"Acta2","p53",3.97428519157633,1
"Adcyap1r1","p53",1.46479145725585,1
"Aen","p53",4.78850806650135,1
"Agbl5","p53",2.74271535801978,1
"Ak1","p53",4.35299241504451,1
"Akr1b10","p53",3.44069244667893,1
"Akr1b7","p53",3.44069244667893,1
"Akr1b8","p53",3.44069244667893,1
"Alms1","p53",2.5431700072705,-1
"Alox5","p53",2.74178898672656,1
"Als2cl","p53",2.23897868256362,1
"Amz2","p53",3.66230190518756,1
"Ankra2","p53",10.8896309741869,1
"Ankrd27","p53",2.62454821026016,-1
"Anp32b","p53",2.90176677385895,-1
"Anp32e","p53",4.20602833798016,-1
"Anxa4","p53",6.27280171206051,1
"Apaf1","p53",3.55733570944424,1
"Aplp1","p53",3.13435320895359,1
"Arhgap11a","p53",9.76585649878208,-1
"Arl6ip6","p53",3.02686405661434,-1
"Arvcf","p53",1.78821562101401,1
"Asxl1","p53",1.79582667307868,-1
"Atad5","p53",3.57382846405399,-1
"Atp6ap2","p53",2.4617285388482,1
"Atp6v0a2","p53",1.71785659933882,-1
"Aurka","p53",5.30450074457032,-1
"Aurkb","p53",4.63444621758302,-1
"Bard1","p53",4.28061526458253,-1
"Bax","p53",4.34425470404785,1
"Bbs4","p53",3.26685085716286,1
"Bbs7","p53",3.24654654831392,1
"BC005561","p53",1.05408911070094,-1
"BC100530","p53",1.12575971296347,1
"BC117090","p53",1.12575971296347,1
"Blcap","p53",4.62599326333332,1
"Bloc1s2","p53",7.41262326071374,1
"Bora","p53",4.79838980377805,-1
"Brca1","p53",4.92152920534151,-1
"Brip1","p53",5.2118439540597,-1
"Brms1l","p53",3.41062372896307,1
"Btbd10","p53",4.6234179857618,1
"Btbd19","p53",3.92560924826984,1
"Btg2","p53",10.2252230994473,1
"Bub1","p53",4.60405660271192,-1
"Bud13","p53",2.85021155077956,-1
"Cabyr","p53",6.12547191219197,1
"Camk1d","p53",2.07608096369638,-1
"Caprin1","p53",1.7562753732849,-1
"Carns1","p53",4.53873384469128,1
"Casp2","p53",2.2504697844854,-1
"Ccdc138","p53",3.20511304019316,-1
"Ccdc14","p53",2.18408539621388,-1
"Ccdc150","p53",3.17452711127065,-1
"Ccdc77","p53",4.16097116806346,-1
"Ccdc90b","p53",3.38810946263638,1
"Ccna2","p53",6.37962812505719,-1
"Ccnb1","p53",6.46209565173895,-1
"Ccnf","p53",4.17212185994256,-1
"Ccng1","p53",4.33792597073688,1
"Ccnk","p53",2.04575308310878,1
"Ccs","p53",2.54501531570515,1
"Cdc25b","p53",4.01646420895187,-1
"Cdc25c","p53",3.35832083213889,-1
"Cdc27","p53",2.47578706205137,-1
"Cdca3","p53",5.75846497515046,-1
"Cdca8","p53",4.88475945239844,-1
"Cdh10","p53",5.80251018231907,1
"Cdip1","p53",5.04944358228244,1
"Cdkal1","p53",2.15383001738579,-1
"Cdkn1a","p53",15.9569703107547,1
"Cel","p53",4.04953467226343,1
"Cenpa","p53",4.57387564071129,-1
"Cenpf","p53",5.5138195483583,-1
"Cenpi","p53",4.51521189737238,-1
"Cenpj","p53",2.95447169838855,-1
"Cenpl","p53",4.83662026622154,-1
"Cenpo","p53",3.16420780965645,-1
"Cep128","p53",4.1553294012497,-1
"Cep170b","p53",3.16239061403269,1
"Cep295","p53",2.24984649001135,-1
"Cep57l1","p53",1.80458402184147,-1
"Cep85","p53",2.25274812137049,-1
"Cep85l","p53",3.58133785046115,1
"Cers5","p53",2.0004680587916,1
"Ces2a","p53",1.21339747359447,1
"Ces2b","p53",1.21339747359447,1
"Ces2c","p53",1.21339747359447,1
"Ces2e","p53",1.21339747359447,1
"Ces2f","p53",1.21339747359447,1
"Ces2g","p53",1.21339747359447,1
"Ces3a","p53",0.710088478275425,1
"Ces3b","p53",0.710088478275425,1
"Cfap74","p53",1.10870086305931,1
"Cfdp1","p53",1.62816796399604,-1
"Chaf1a","p53",3.51237649747622,-1
"Chek1","p53",4.18612135101117,-1
"Chek2","p53",3.57239860310337,-1
"Chrna3","p53",1.65936948177367,1
"Cit","p53",9.03645103786526,-1
"Ckap5","p53",2.85093766711114,-1
"Clca2","p53",10.5192559356231,1
"Cln8","p53",2.18808163099183,1
"Clp1","p53",2.88384100677135,1
"Clspn","p53",4.42815692828741,-1
"Cmbl","p53",5.05085572920282,1
"Coq8a","p53",4.10504378127184,1
"Cpt2","p53",3.5234787018055,1
"Cryab","p53",6.23484476104514,1
"Csmd3","p53",4.81260146300689,1
"Csnk1g1","p53",2.16404902352182,1
"Cst3","p53",3.37501885255358,1
"Csta1","p53",1.12575971296347,1
"Ctcf","p53",2.35027445711673,-1
"Cwf19l1","p53",2.52310026386716,-1
"Cxcr2","p53",3.52429243042524,1
"Cyfip2","p53",7.06090455961486,1
"Cygb","p53",3.20194683248846,1
"Cyp4f14","p53",1.37981161802493,1
"Cyp4f15","p53",1.37981161802493,1
"Cyp4f40","p53",1.37981161802493,1
"Cysrt1","p53",5.07643075873178,1
"D10Wsu102e","p53",6.13180367928793,1
"Dcaf1","p53",1.78979538656968,-1
"Dclre1a","p53",2.7963396487634,-1
"Ddb2","p53",8.18558326014517,1
"Ddx10","p53",2.77644615418038,-1
"Dek","p53",3.89004447752335,-1
"Dennd2c","p53",3.01070971016568,1
"Depdc1a","p53",6.29860205187922,-1
"Dgka","p53",5.3815056342531,1
"Dhrs7","p53",2.08140472996153,1
"Diaph2","p53",3.24435693719321,-1
"Diaph3","p53",3.65387979357768,-1
"Dnajc18","p53",4.07603574242989,1
"Dpysl4","p53",3.29662667173401,1
"Dqx1","p53",4.38711610593762,1
"Draxin","p53",6.01440524485263,1
"Dsc3","p53",5.01158885948596,1
"Duox1","p53",1.6658458983571,1
"Dusp11","p53",2.93118742360636,1
"Dusp14","p53",5.13692827579251,1
"Eda2r","p53",3.17913230269643,1
"Efnb1","p53",2.86567899119345,1
"Egflam","p53",2.7169903664556,1
"Ei24","p53",4.09203042424567,1
"Elp4","p53",3.03471242775414,-1
"Eml2","p53",1.52255563975204,1
"Eppk1","p53",4.71202168002039,1
"Eps8l2","p53",2.61535040176216,1
"Esco2","p53",5.08354434216971,-1
"Ewsr1","p53",1.95553958556992,-1
"F5","p53",2.39785372664004,1
"Faf1","p53",2.14553255227512,-1
"Fam13c","p53",4.31497453386035,1
"Fam161a","p53",2.61399761786122,-1
"Fam19a2","p53",3.98188493901581,1
"Fam210b","p53",6.6771146763064,1
"Fam43b","p53",2.03673425295181,1
"Fam84a","p53",2.49642372819482,1
"Fam98c","p53",3.17812218406082,1
"Fanca","p53",2.61818940769934,-1
"Fancb","p53",3.85189566057421,-1
"Fancc","p53",1.863792654069,-1
"Fancd2","p53",4.07100610010717,-1
"Fancf","p53",2.92411817623179,-1
"Fancm","p53",2.93531633785355,-1
"Fas","p53",12.0306013823747,1
"Fbxo22","p53",3.69252600162702,1
"Fbxw7","p53",4.28328558233132,1
"Fign","p53",3.82311648863789,-1
"Fitm2","p53",2.73383700948443,1
"Flg","p53",3.42456064547057,1
"Flywch1","p53",2.12784385548567,1
"Frmd8","p53",2.12065904008587,1
"Fuca1","p53",3.02112356652648,1
"Fut8","p53",3.54682259669787,-1
"G2e3","p53",5.62478806811859,-1
"Gadd45a","p53",10.535211502433,1
"Gal3st4","p53",2.6102274811711,1
"Galr2","p53",2.62845419611161,1
"Gas2l3","p53",6.64655270632069,-1
"Gast","p53",1.62016668522385,1
"Gdf15","p53",9.77398168384019,1
"Gdf9","p53",3.35574134398277,1
"Gemin2","p53",3.26231018247829,-1
"Gen1","p53",4.06564035863659,-1
"Gls2","p53",6.45246488467629,1
"Gltp","p53",3.46816599084747,1
"Gngt2","p53",2.55176292387423,1
"Gpr87","p53",10.8361217599775,1
"Gpsm2","p53",4.60377046601186,-1
"Gpx8","p53",5.54621277993773,-1
"Grhl3","p53",8.21231017387999,1
"Grin2c","p53",1.83935980581783,1
"Grip2","p53",2.52761146451273,1
"Grk6","p53",2.12186076262753,-1
"Gstcd","p53",1.88747434450745,-1
"Gtf2ird1","p53",3.19931270610359,-1
"H2afx","p53",3.35642288477556,-1
"Hap1","p53",1.24705239295263,1
"Hepacam","p53",4.41631276392725,1
"Hes2","p53",1.64167379390675,1
"Hhat","p53",4.05151918198613,1
"Hist1h2bb","p53",5.09832011366014,-1
"Hnrnpa0","p53",2.52676652716608,-1
"Hnrnpdl","p53",2.49243285962431,-1
"Hnrnpr","p53",2.65419827866656,-1
"Hnrnpu","p53",1.98032596217851,-1
"Hoxc13","p53",3.10226752013958,1
"Hs3st4","p53",2.066360806203,1
"Hs3st6","p53",1.97146512110218,1
"Hsdl2","p53",2.21159222135476,1
"Ice2","p53",2.36584052893984,-1
"Ift20","p53",3.30677763988003,1
"Igdcc4","p53",5.00606625435844,1
"Ikbip","p53",7.33031293543692,1
"Incenp","p53",2.94156501705535,-1
"Ing5","p53",1.78610597365435,-1
"Inpp1","p53",7.48807583582186,1
"Inpp5d","p53",3.12450758341477,1
"Ints7","p53",2.40201446522276,-1
"Iscu","p53",5.51234995398229,1
"Jade1","p53",3.56254420296252,-1
"Kank3","p53",2.90543979717519,1
"Kel","p53",1.46395617810817,1
"Kif11","p53",6.34734615861993,-1
"Kif14","p53",6.2730022940127,-1
"Kif17","p53",1.59221478546458,1
"Kif18a","p53",6.15822329731189,-1
"Kif22","p53",4.06826944036868,-1
"Kif23","p53",5.78749892025889,-1
"Kif2c","p53",5.32834130321361,-1
"Kif4","p53",5.59639445114061,-1
"Kifc1","p53",2.38127355713042,-1
"Kifc5b","p53",2.38127355713042,-1
"Klc3","p53",2.1380884067701,1
"Klhdc7a","p53",4.56627460909572,1
"Klhl23","p53",4.65553243872573,-1
"Klhl30","p53",4.23743118542772,1
"Knl1","p53",3.63006432164052,-1
"Kpnb1","p53",2.93916190024152,-1
"Lacc1","p53",8.38745179440065,1
"Larp4b","p53",1.58859423126876,-1
"Lcat","p53",1.8887065553981,1
"Lonp2","p53",5.19158880251127,1
"Lpin3","p53",2.10895719587299,1
"Lrba","p53",2.69784921333405,-1
"Lrp10","p53",4.32505688497738,1
"Lrp2bp","p53",1.78466265584841,1
"Lypla2","p53",1.84591384122772,1
"Lyrm9","p53",2.96217588457651,1
"Lzic","p53",2.57733223638232,-1
"Mael","p53",2.59208603539607,1
"Mast4","p53",3.11522926994197,1
"Mbnl1","p53",1.90010900304857,-1
"Mcm8","p53",5.11465904080061,-1
"Mcph1","p53",1.60503749374448,-1
"Mdm2","p53",8.1934882691823,1
"Med23","p53",2.44186292154017,1
"Melk","p53",6.38769323082593,-1
"Mfsd4a","p53",1.50366332964121,1
"Micall1","p53",3.63827914130027,1
"Mipol1","p53",1.62767191365164,-1
"Mir34a","p53",11.1905931461047,1
"Mis18a","p53",4.04059305640033,-1
"Mis18bp1","p53",4.06238320652994,-1
"Mki67","p53",5.68033977775496,-1
"Mlf2","p53",3.28939319781939,1
"Mns1","p53",4.27686711590396,-1
"Mon2","p53",2.30947627992802,1
"Mov10l1","p53",1.22507003216341,1
"Mphosph9","p53",3.4698779236307,-1
"Mr1","p53",5.31974274567462,1
"Mrpl39","p53",2.9269379862034,1
"Mrpl49","p53",2.85985440876331,1
"Msh6","p53",3.55676997733756,-1
"Mtbp","p53",3.37861163789751,-1
"Mtfr2","p53",5.53994095456078,-1
"Myom1","p53",1.40167965538914,1
"Nadsyn1","p53",3.83691258033224,1
"Napepld","p53",3.42465913392547,-1
"Nasp","p53",3.34949454531794,-1
"Natd1","p53",4.25759041711113,1
"Ncapd2","p53",4.54644696163353,-1
"Ncaph","p53",6.09095706934528,-1
"Nectin4","p53",9.30887621816103,1
"Neil3","p53",5.2573432472505,-1
"Neurl2","p53",6.45953942391429,1
"Nfib","p53",2.79534610540693,-1
"Nfic","p53",2.24957751823708,-1
"Nhlh2","p53",2.20163791722115,1
"Nin","p53",1.81794596058914,-1
"Nlrp5","p53",1.92028688980502,1
"Nlrx1","p53",3.27548045704212,1
"Nme7","p53",2.50479965989159,-1
"Nono","p53",2.16442193820615,-1
"Nradd","p53",0.536355015133576,1
"Nrf1","p53",2.35103514848797,-1
"Nsg1","p53",4.38066036262177,1
"Ntn1","p53",1.41569229628942,1
"Ntpcr","p53",3.28424362333526,1
"Nup98","p53",2.88695874493846,-1
"Olfr503","p53",3.30537282559291,1
"Olfr504","p53",1.73039268099999,1
"Olfr657","p53",1.73039268099999,1
"Olfr658","p53",3.30537282559291,1
"Olfr659","p53",3.30537282559291,1
"Orc2","p53",2.33065457810336,-1
"Padi3","p53",4.17658762055864,1
"Padi4","p53",4.10773014766389,1
"Pak7","p53",1.27079905287565,1
"Papola","p53",1.96457284371847,-1
"Pard3","p53",2.29733269324934,-1
"Pard6g","p53",2.387237425098,1
"Parp2","p53",3.92624612424526,-1
"Parpbp","p53",3.61296823597641,-1
"Patz1","p53",1.63584434581274,-1
"Pde6c","p53",3.01413540282696,1
"Pds5a","p53",2.16831002051021,-1
"Pds5b","p53",1.90221945865863,-1
"Pex14","p53",1.45378736432796,-1
"Pgap1","p53",5.57428710691835,1
"Pgf","p53",4.45484651236069,1
"Phlda3","p53",6.79043734303921,1
"Phldb3","p53",2.57377408995391,1
"Phyh","p53",4.56391574867049,1
"Pidd1","p53",5.96064072378319,1
"Pif1","p53",2.77547104099817,-1
"Pip4k2a","p53",2.28621854708332,-1
"Pkp4","p53",2.69378814139534,-1
"Pla2g2a","p53",4.15861019747567,-1
"Plcd1","p53",3.13895378373942,1
"Plcl2","p53",2.64071567153428,1
"Plcxd2","p53",3.63443820248488,1
"Plk1","p53",6.99583871349826,-1
"Plk3","p53",4.63537825997775,1
"Plk4","p53",4.71009587261041,-1
"Pltp","p53",6.88503288508829,1
"Pola1","p53",4.94387329698027,-1
"Pold3","p53",3.45443764749773,-1
"Polh","p53",5.17601264330087,1
"Polq","p53",3.4682177997077,-1
"Porcn","p53",2.74578715259092,1
"Ppm1d","p53",6.24952058106223,1
"Ppm1j","p53",2.92688305465527,1
"Ppp1r14c","p53",4.27935227451405,1
"Ppp6r3","p53",1.62493012793647,-1
"Prim2","p53",3.10132549298003,-1
"Prkab1","p53",4.52002945928526,1
"Prom2","p53",1.57273825247212,1
"Prpsap2","p53",2.18679798318527,1
"Prr11","p53",3.9364207032517,-1
"Psrc1","p53",4.88347934657165,-1
"Ptchd4","p53",2.95854924455258,1
"Ptpru","p53",2.39830085135214,1
"Qser1","p53",2.23746554424766,-1
"Rabggta","p53",2.29462250718054,1
"Rad21","p53",3.10981519446504,-1
"Rad51","p53",3.51165066135727,-1
"Rai2","p53",2.57332168879856,1
"Ralgapb","p53",2.33151577709237,1
"Ralgds","p53",4.84609531351548,1
"Rap1gds1","p53",2.012023307035,-1
"Rasal1","p53",1.89517720437839,1
"Rbfox3","p53",1.80613252706014,1
"Rbl1","p53",3.36815576583218,-1
"Rbm38","p53",3.27109257111491,1
"Reep2","p53",2.15304631431642,1
"Retsat","p53",7.13672798613649,1
"Rfng","p53",2.4741131162332,1
"Rgma","p53",1.84056327995983,1
"Rhag","p53",1.00744051410146,1
"Rinl","p53",4.51468968662645,1
"Rnf216","p53",1.45623006774431,-1
"Rngtt","p53",1.91886779611292,-1
"Rpgrip1l","p53",2.53676507636685,-1
"Rps27l","p53",6.25116452788065,1
"Rrm2b","p53",10.6329276794067,1
"Rsrc1","p53",3.36081697344435,-1
"Sae1","p53",2.55180936386266,-1
"Sapcd2","p53",4.12927387144083,-1
"Sass6","p53",4.84637206861523,-1
"Sclt1","p53",3.47398388242681,-1
"Scn2a","p53",3.71010643677324,1
"Scn3b","p53",4.85900175146136,1
"Scn4b","p53",3.44737430884708,1
"Sema3g","p53",2.98619637628454,1
"Sephs1","p53",2.91969802762416,-1
"Serpinb5","p53",4.79640560962552,1
"Sertad1","p53",5.92551435999402,1
"Sesn1","p53",12.5292288974635,1
"Sesn2","p53",8.09489835641706,1
"Sgk2","p53",1.38384370555153,1
"Sgo1","p53",4.87832536378597,-1
"Sgo2a","p53",2.95674434860944,-1
"Sgo2b","p53",2.95674434860944,-1
"Ska1","p53",5.29998679469088,-1
"Ska3","p53",7.64405986948357,-1
"Slc12a4","p53",1.80959057940556,1
"Slc25a40","p53",2.82355795393642,-1
"Slc25a45","p53",4.91980677432265,1
"Slc30a1","p53",4.39012536774328,1
"Slc35d1","p53",3.49361749897179,1
"Slc35e3","p53",1.44262673853224,1
"Slc44a5","p53",5.04342092041207,1
"Slf1","p53",4.33348855193985,-1
"Smarcc1","p53",2.43562950819297,-1
"Smc3","p53",3.38689149453163,-1
"Smc4","p53",4.92148539397589,-1
"Smchd1","p53",2.64346380381591,-1
"Smtnl2","p53",1.69430948200813,1
"Snx2","p53",2.16819723218239,1
"Snx32","p53",2.29181077618188,1
"Spata18","p53",7.84899796478288,1
"Spata25","p53",2.66845037033743,1
"Spats2","p53",2.15238731516386,-1
"Spin1","p53",2.79115213285278,-1
"Srgap3","p53",2.51854760461627,1
"Ssx2ip","p53",2.88815204336443,-1
"Stag1","p53",3.86511334869035,-1
"Stfa1","p53",1.12575971296347,1
"Stfa2","p53",1.12575971296347,1
"Stfa2l1","p53",1.12575971296347,1
"Stfa3","p53",1.12575971296347,1
"Stil","p53",5.681272222464,-1
"Stx6","p53",3.46579999630662,1
"Stxbp3","p53",2.82414548627612,1
"Sugct","p53",4.68348393681313,1
"Sulf2","p53",8.88427133430346,1
"Susd6","p53",6.55823682092654,1
"Sytl1","p53",5.14972158817789,1
"Tab3","p53",3.44101807241346,1
"Taf3","p53",2.73026680373477,1
"Tbl1xr1","p53",2.88623945715483,-1
"Tcerg1l","p53",2.37412001647258,1
"Tdrd3","p53",2.2774131122088,-1
"Tead3","p53",2.54540346554672,1
"Tep1","p53",2.4032419637377,1
"Tex37","p53",3.03848257750685,1
"Tgm4","p53",1.04497836187427,1
"Thada","p53",1.47827973925882,-1
"Thoc2","p53",1.05408911070094,-1
"Ticrr","p53",5.08348835376989,-1
"Tigar","p53",10.1514954141103,1
"Timeless","p53",2.68899924771222,-1
"Tmem52","p53",2.59664800963448,1
"Tmem63b","p53",4.80735222665581,1
"Tmem68","p53",5.09873610685454,1
"Tmpo","p53",5.02589560298561,-1
"Tnfrsf14","p53",3.83674019905736,1
"Tnpo3","p53",1.94763964850366,-1
"Tpx2","p53",6.89455376817923,-1
"Traf4","p53",3.09979662188127,1
"Trem2","p53",4.10193661511406,1
"Triap1","p53",6.42278898218996,1
"Trim26","p53",2.88225656864424,1
"Trim3","p53",1.57372807974593,1
"Trim35","p53",3.84648639716477,1
"Trim59","p53",5.86204889609867,-1
"Triml2","p53",3.81469344731875,1
"Trp53","p53",4.91371400524448,1
"Trp53inp1","p53",8.65838226312228,1
"Trrap","p53",2.12141436657274,-1
"Tsga10","p53",2.40495803304282,1
"Tspan11","p53",4.67389434250976,1
"Ube2d2a","p53",1.72768787087237,-1
"Usp28","p53",2.87442204415663,-1
"Vps37d","p53",2.30950340700461,1
"Vwce","p53",3.53895482982512,1
"Wdhd1","p53",5.25427667630742,-1
"Wdr63","p53",13.0984058801245,1
"Wdr76","p53",6.17277171141208,-1
"Wfdc5","p53",3.08824072226571,1
"Wrap73","p53",1.91448293360287,1
"Xpc","p53",6.58702600859331,1
"Zbbx","p53",1.67103521149364,1
"Zbtb14","p53",1.98978300491914,-1
"Zbtb2","p53",4.63126520423796,-1
"Zdhhc15","p53",1.92809346631832,-1
"Zdhhc6","p53",2.8596337704644,-1
"Zfp385a","p53",3.71368074231343,1
"Zfp423","p53",2.33962680983152,1
"Zfp609","p53",1.47720225665686,-1
"Zfp639","p53",1.99154419216943,-1
"Zfpm1","p53",1.82628923002729,1
"Zfyve1","p53",5.86594295836281,1
"Zkscan17","p53",1.44809116590924,-1
"Zmat3","p53",7.95669826461469,1
"Zmym1","p53",3.33713254246329,-1
"Zmym4","p53",2.32575160681688,-1
"Zmynd11","p53",1.9915917161906,-1
"0610030E20Rik","PI3K",4.18552494516513,-1
"1110032A03Rik","PI3K",3.33427274658542,-1
"1110059E24Rik","PI3K",2.13700605065139,-1
