"target","source","weight","mor"
"2900011O08Rik","Androgen",2.08985897544,-1
"4921501E09Rik","Androgen",0.93482246779,1
"9130409I23Rik","Androgen",2.547049294205,1
"AA986860","Androgen",11.3868523945,1
"Abca1","Androgen",2.17659776811,-1
"Abca12","Androgen",3.34489595237,-1
"Abcc1","Androgen",3.44972478714,1
"Abcc4","Androgen",9.37428478112,1
"Abcg1","Androgen",2.79240214286,-1
"Abcg3","Androgen",4.0165473862,-1
"Abhd2","Androgen",5.229518364,1
"Abi3bp","Androgen",2.82200625333,1
"Acaca","Androgen",2.29560033323,1
"Acad8","Androgen",3.0277185672,1
"Acadl","Androgen",0.875078928933,1
"Acpp","Androgen",3.01472809845,-1
"Acsl3","Androgen",8.25821358567,1
"Acsm1","Androgen",1.1669406865,1
"Adam22","Androgen",1.02603873533,-1
"Adam7","Androgen",3.11174530687,1
"Adgrb2","Androgen",1.36787265021,-1
"Adgrv1","Androgen",1.04444493964,-1
"Adpgk","Androgen",1.32114077473,1
"Adprm","Androgen",4.13348871896,1
"Adra2a","Androgen",2.14815091726,1
"Aff3","Androgen",2.48009244085,1
"Afg3l2","Androgen",1.29493902484,-1
"Akap5","Androgen",2.36868028532,1
"Aldh1a3","Androgen",4.43114339872,1
"Amigo2","Androgen",8.63080529272,-1
"Angpt2","Androgen",2.11156114607,1
"Ank","Androgen",2.8727763393,1
"Anp32e","Androgen",2.97005547531,-1
"Apof","Androgen",1.30792748615,-1
"Appbp2","Androgen",2.98388803447,1
"Arhgap1","Androgen",1.11078879561,1
"Arhgap6","Androgen",1.78568950794,1
"Arhgef26","Androgen",5.31107976025,1
"Arxes1","Androgen",0.791418075513333,1
"Arxes2","Androgen",0.791418075513333,1
"Atmin","Androgen",2.74457562546,1
"Atp11b","Androgen",1.82642076165,1
"Atp1a1","Androgen",2.77926385092,1
"Atp2b1","Androgen",3.85982677056,-1
"Atp6v1h","Androgen",1.08603409244,-1
"Atp8a1","Androgen",1.671390289,-1
"Atxn2","Androgen",1.70148300199,1
"Azgp1","Androgen",5.81835009695,1
"Bambi","Androgen",5.31086204799,-1
"Bard1","Androgen",4.80969112827,-1
"Baz1b","Androgen",0.97929072399,-1
"Bbs4","Androgen",1.89324943451,1
"Bbx","Androgen",2.96983477776,1
"Bcap29","Androgen",2.12459040854,1
"Bche","Androgen",3.7747380705,-1
"Bmpr1a","Androgen",2.36619063166,1
"Bmpr1b","Androgen",4.63408450531,1
"C130074G19Rik","Androgen",1.53731981919,-1
"Cab39l","Androgen",1.82075154211,1
"Calu","Androgen",2.26890236835,1
"Camk1d","Androgen",1.85267427864,-1
"Camkk2","Androgen",3.73954403123,1
"Cand1","Androgen",1.18626061903,-1
"Cap2","Androgen",2.12070642668,1
"Cartpt","Androgen",1.18448677234,1
"Cbll1","Androgen",5.32543758834,1
"Ccdc93","Androgen",1.70367008115,-1
"Ccnk","Androgen",1.37338320053,1
"Cd2ap","Androgen",1.61934708626,1
"Cdc42bpa","Androgen",1.09837671553,1
"Cdc42ep3","Androgen",4.79784377384,1
"Cdk8","Androgen",4.29086828336,-1
"Cebpd","Androgen",3.50059937172,1
"Cenpn","Androgen",8.49101673326,1
"Chka","Androgen",3.74431578374,1
"Chpt1","Androgen",2.70747417305,1
"Chrna2","Androgen",3.3317016194,1
"Cldn8","Androgen",7.82616312833,1
"Clgn","Androgen",3.62954455627,1
"Cmc2","Androgen",3.9173087043,1
"Cnga1","Androgen",1.62093538099,-1
"Cngb3","Androgen",1.07824343485,1
"Cnksr2","Androgen",1.81552916332,1
"Cntnap2","Androgen",1.26361818559,1
"Cobl","Androgen",2.28704554045,-1
"Col5a2","Androgen",3.26048054969,-1
"Colec12","Androgen",3.87535587493,-1
"Copb1","Androgen",1.37259053398,1
"Coq6","Androgen",1.29203960713,-1
"Coq7","Androgen",1.35242134205,-1
"Cpeb3","Androgen",2.40572209123,1
"Creb3l2","Androgen",2.1923341289,1
"Crebzf","Androgen",1.84097927528,-1
"Crisp1","Androgen",1.099740640785,1
"Crisp3","Androgen",1.099740640785,1
"Crot","Androgen",4.35830672292,1
"Crym","Androgen",1.51677492486,1
"Csgalnact1","Androgen",6.84603443294,1
"Csnk1g3","Androgen",1.46793301305,1
"Ctbp1","Androgen",2.89217188229,-1
"Ctc1","Androgen",0.997145712573,-1
"Ctnna2","Androgen",3.86912654352,1
"Cyp11a1","Androgen",1.36259409182,1
"Cyth1","Androgen",2.05235658595,1
"D1Ertd622e","Androgen",3.24537763906,-1
"Dbi","Androgen",5.25429582369,1
"Dcaf6","Androgen",2.66396654933,1
"Dctn1","Androgen",1.27396024399,-1
"Ddx42","Androgen",1.7999277269,-1
"Degs1","Androgen",2.547049294205,1
"Dennd1b","Androgen",3.51973011425,-1
"Deptor","Androgen",2.70606496499,-1
"Derl1","Androgen",1.29350036111,1
"Dgkh","Androgen",1.98986609522,-1
"Dhcr24","Androgen",6.84300840294,1
"Dio1","Androgen",3.05812302105,-1
"Dlg2","Androgen",1.22239699487,1
"Dmrt1","Androgen",1.21509818562,-1
"Dnajb9","Androgen",4.90128301361,1
"Dnajc10","Androgen",1.96290478864,1
"Dnase2b","Androgen",3.01132858824,1
"Dnm1l","Androgen",4.18867959332,1
"Dpp4","Androgen",2.01413723404,1
"Dsc1","Androgen",1.81917593502,1
"Dym","Androgen",1.39763637975,1
"Eaf2","Androgen",6.94490738852,1
"Eci2","Androgen",2.13405111148,1
"Eci3","Androgen",2.13405111148,1
"Edem3","Androgen",3.21369067855,1
"Efcab11","Androgen",1.68724970775,-1
"Efhc2","Androgen",1.70612091232,-1
"Ehf","Androgen",3.17740626045,1
"Ehmt2","Androgen",1.02186388128,-1
"Elk4","Androgen",2.73317183336,1
"Ell2","Androgen",6.5675774538,1
"Elovl2","Androgen",3.25766334433,1
"Enc1","Androgen",4.18510928668,-1
"Endod1","Androgen",6.51615227021,1
"Epb41l4b","Androgen",1.34656840482,1
"Eps8","Androgen",2.60578143071,-1
"Ergic2","Androgen",1.84324988036,1
"Ern1","Androgen",2.62980505762,1
"Erp44","Androgen",1.28062539593,1
"Evc","Androgen",0.919400897505,-1
"Extl2","Androgen",2.63858591092,1
"Extl3","Androgen",1.12969869198,-1
"F5","Androgen",6.087825897,1
"Fads2","Androgen",2.06872181242,1
"Fam107a","Androgen",0.965037839864,1
"Fam110b","Androgen",2.69257628281,1
"Fam206a","Androgen",1.55815600382,1
"Fasn","Androgen",1.87435617765,1
"Fbxw2","Androgen",1.16803375055,1
"Fdft1","Androgen",2.52991946893,1
"Fech","Androgen",2.56997936462,1
"Ffar2","Androgen",2.37564689974,-1
"Ficd","Androgen",3.21752457891,1
"Fkbp11","Androgen",2.00970146561,1
"Flot2","Androgen",1.53015357928,-1
"Frk","Androgen",4.70024893522,1
"Fryl","Androgen",1.94557704994,1
"Fut8","Androgen",4.40595359044,-1
"Fzd3","Androgen",2.98379494341,-1
"Fzd5","Androgen",4.68661955181,1
"Galnt10","Androgen",2.97199575307,-1
"Garnl3","Androgen",0.888274764513,-1
"Gbf1","Androgen",1.53913611544,1
"Gcfc2","Androgen",3.10998663403,1
"Gcg","Androgen",2.17133592689,-1
"Gcnt1","Androgen",3.04125174256,1
"Ghr","Androgen",4.77678266193,1
"Gle1","Androgen",1.05504455942,-1
"Gmppa","Androgen",1.81423577606,1
"Gnai1","Androgen",3.33506333071,1
"Gnmt","Androgen",5.67263863695,1
"Golga5","Androgen",2.0963539887,1
"Gorasp2","Androgen",1.92648208185,1
"Gper1","Androgen",2.0719187497,-1
"Gpr63","Androgen",3.22759309882,-1
"Grb10","Androgen",4.89075851789,-1
"Greb1","Androgen",5.56495649091,1
"Grhl2","Androgen",4.29572486397,1
"Grik1","Androgen",1.64651345517,-1
"Hdac1","Androgen",1.81626173602,-1
"Hebp2","Androgen",2.81694520151,1
"Herc1","Androgen",1.27596977763,-1
"Herpud1","Androgen",3.35136776356,1
"Hfe","Androgen",1.04039616653,-1
"Hipk2","Androgen",2.87229300848,1
"Hist1h4k","Androgen",1.90367878596,-1
"Hmgcr","Androgen",3.84362241775,1
"Hnrnph1","Androgen",1.56529679109,-1
"Hnrnpm","Androgen",1.26711788496,-1
"Hoxb13","Androgen",2.19614292827,-1
"Hoxc13","Androgen",3.63425580489,-1
"Hpgd","Androgen",7.53897406539,1
"Hsd17b11","Androgen",3.38981276512,1
"Hspa1l","Androgen",1.2612516092,-1
"Htatsf1","Androgen",1.79349420624,-1
"Hus1","Androgen",1.29157024604,1
"Ift57","Androgen",1.94700381559,1
"Igf1","Androgen",2.68011765402,1
"Igf1r","Androgen",5.01152202997,1
"Il1r1","Androgen",3.39643427486,1
"Il20ra","Androgen",1.25559386223,1
"Inpp4b","Androgen",4.80451897788,1
"Insig2","Androgen",5.00399307724,-1
"Insl5","Androgen",1.38488146249,-1
"Ints8","Androgen",2.77270714922,-1
"Iqgap2","Androgen",5.12448342846,1
"Irs2","Androgen",6.85366315869,1
"Itgav","Androgen",2.94299097459,1
"Kalrn","Androgen",1.18918847198,-1
"Kcnd2","Androgen",2.76909126593,1
"Kcnj3","Androgen",1.18024335711,-1
"Kcnma1","Androgen",3.54241990608,1
"Kcnn2","Androgen",9.4731988889,1
"Kcns3","Androgen",2.80847494041,-1
"Kctd3","Androgen",2.75470943233,1
"Kdelr2","Androgen",2.30663488162,1
"Kdm5a","Androgen",1.51454600267,-1
"Kif5b","Androgen",2.02800457177,-1
"Klf15","Androgen",2.83253408437,1
"Klf5","Androgen",5.16023531883,1
"Klhl29","Androgen",1.01163069907,1
"Klhl36","Androgen",1.35341328677,1
"Klk15","Androgen",1.28276459453,1
"Kmt5a","Androgen",1.80941173448,1
"Lamc1","Androgen",2.47045097424,1
"Lasp1","Androgen",2.18529807928,-1
"Lat2","Androgen",1.31397922648,1
"Lcp1","Androgen",3.69256277711,1
"Lgals8","Androgen",1.91440180951,-1
"Lifr","Androgen",8.6125146918,1
"Limch1","Androgen",2.60616794397,1
"Lin7b","Androgen",2.01617513997,1
"Lonrf1","Androgen",2.31269620134,1
"Lpar3","Androgen",5.84827847574,1
"Lpcat4","Androgen",1.8180060553,-1
"Lrch1","Androgen",1.95417863244,1
"Lrig1","Androgen",6.62607205612,1
"Lrrc31","Androgen",5.18102258915,-1
"Lrrc6","Androgen",1.34379469162,-1
"Lrrfip2","Androgen",4.14418717192,1
"Ltn1","Androgen",2.45145984002,-1
"Luzp2","Androgen",1.72833458159,-1
"Lyve1","Androgen",5.51200140972,1
"M6pr","Androgen",1.94361893877,-1
"Maf","Androgen",5.86387138398,1
"Magi1","Androgen",0.84517476793,-1
"Mak","Androgen",5.31367285271,1
"Malt1","Androgen",6.66978209415,1
"Man1a","Androgen",6.21456367095,-1
"Manba","Androgen",3.14232844368,-1
"Manea","Androgen",4.00414637037,-1
"Maoa","Androgen",3.4302033137,1
"Map3k6","Androgen",1.08052044205,1
"Map7d1","Androgen",2.53725242721,1
"Map9","Androgen",3.21986327804,1
"Mapk6","Androgen",3.24653513246,1
"Mapre2","Androgen",1.92481153106,-1
"March5","Androgen",1.58873271431,1
"Mboat2","Androgen",10.4727329721,1
"Mccc2","Androgen",2.80800480204,1
"Mcph1","Androgen",1.02159524333,1
"Mctp1","Androgen",2.83604569655,-1
"Meaf6","Androgen",1.52925940301,1
"Mecom","Androgen",1.07760781435,-1
"Mical2","Androgen",2.40406590059,1
"Micu1","Androgen",2.34111100285,-1
"Mid1","Androgen",3.30355895531,-1
"Mogat2","Androgen",0.871803222852,1
"Mpc2","Androgen",5.88831328709,1
"Mphosph9","Androgen",5.10619862739,1
"Mpzl1","Androgen",2.503403837,1
"Mrps18a","Androgen",3.92493588807,1
"Mtmr2","Androgen",2.13646736344,1
"Mtmr9","Androgen",6.13064559946,1
"Mtor","Androgen",1.5902665705,1
"Myb","Androgen",2.32218183725,-1
"Mybpc1","Androgen",4.60857869284,1
"Mycbp2","Androgen",2.53763323677,1
"Myh10","Androgen",2.59813156103,-1
"Mylk","Androgen",3.09341914654,-1
"Mynn","Androgen",2.91880437202,-1
"Myrip","Androgen",3.01545080602,-1
"Myt1","Androgen",0.852577333297,-1
"Nab1","Androgen",1.77573067281,-1
"Nans","Androgen",1.74826042938,1
"Nat1","Androgen",1.45588711656333,1
"Nat2","Androgen",1.45588711656333,1
"Nat3","Androgen",1.45588711656333,1
"Ncapd3","Androgen",8.44090141153,1
"Ncbp2","Androgen",1.42867473033,-1
"Ndrg1","Androgen",10.6219803008,1
"Ndufv1","Androgen",1.29549843003,-1
"Nedd4l","Androgen",3.64754064957,1
"Nek1","Androgen",1.53574939549,-1
"Net1","Androgen",3.02582828947,-1
"Nfib","Androgen",2.30094541452,1
"Nfkbia","Androgen",5.74180310867,1
"Nkx3-1","Androgen",10.6225511027,1
"Nkx3-2","Androgen",1.76403636014,1
"Nnmt","Androgen",6.09032697311,1
"Nono","Androgen",1.41260829622,-1
"Nova1","Androgen",1.27304909761,-1
"Npc1","Androgen",2.16840971584,1
"Nppc","Androgen",4.04611571241,1
"Nsdhl","Androgen",2.17067766992,1
"Nsmaf","Androgen",3.28454451793,1
"Nt5dc3","Androgen",3.00507292311,1
"Ola1","Androgen",2.33763911297,1
"Oprk1","Androgen",5.62607353634,-1
"Orc5","Androgen",3.28469858407,1
"Osbp","Androgen",1.17202345622,1
"Osbpl8","Androgen",2.04790607767,1
"Osgep","Androgen",1.28470297932,-1
"Osr2","Androgen",4.56827905681,-1
"Pak1","Androgen",1.93543786313,-1
"Pak1ip1","Androgen",7.6919315634,1
"Parva","Androgen",2.05191252043,1
"Patz1","Androgen",1.32234957103,-1
"Pcnx2","Androgen",1.06710295147,1
"Pctp","Androgen",3.41095116797,1
"Pde9a","Androgen",2.90020939568,1
"Pds5b","Androgen",1.252724399,1
"Pdss2","Androgen",0.9780308425,-1
"Peli2","Androgen",1.72686778639,-1
"Pex10","Androgen",5.74946026182,1
"Pfkfb2","Androgen",1.89195656962,1
"Pgc","Androgen",4.7496332151,1
"Pgm3","Androgen",2.4241280143,1
"Phf8","Androgen",0.93482246779,1
"Pigh","Androgen",1.59607512026,1
"Pik3c2a","Androgen",1.77358859402,1
"Pik3r3","Androgen",2.79861738753,-1
"Pitx1","Androgen",2.68040248873,-1
"Pknox2","Androgen",1.32581044489,-1
"Pkp4","Androgen",2.04715052488,-1
"Pla2g2a","Androgen",2.63034197809,-1
"Pla2g5","Androgen",1.60273782257,1
"Plpp2","Androgen",2.17133442791,-1
"Plppr1","Androgen",1.46434922314,-1
"Pmepa1","Androgen",10.9989122239,1
"Pnlip","Androgen",2.44136328553,1
"Pnma1","Androgen",3.46477927765,1
"Pou2f3","Androgen",1.20463967146,-1
"Ppfibp1","Androgen",1.7948038176,1
"Ppfibp2","Androgen",2.94436167377,1
"Ppp1cb","Androgen",3.35835556015,1
"Ppp2cb","Androgen",2.35261800325,1
"Prdx6","Androgen",1.11200335399,1
"Prdx6b","Androgen",1.11200335399,1
"Prkca","Androgen",2.05003702997,1
"Prkch","Androgen",3.08552297923,1
"Prpf6","Androgen",1.63688792209,-1
"Prr15l","Androgen",3.8148997976,1
"Psmd8","Androgen",3.65732836091,1
"Ptbp2","Androgen",2.01737422916,-1
"Ptprr","Androgen",3.4979980752,-1
"Ptrh2","Androgen",2.58174571209,1
"R3hcc1l","Androgen",1.24343311022,-1
"Rab27a","Androgen",4.18865850226,1
"Rab3b","Androgen",4.39309957965,1
"Ralb","Androgen",2.7136056361,-1
"Rap1b","Androgen",2.16653196987,-1
"Rap2b","Androgen",1.94428427368,-1
"Rarb","Androgen",2.7037332567,1
"Rbfox2","Androgen",1.41364504815,-1
"Reep1","Androgen",2.64175533295,-1
"Reps2","Androgen",2.44558558873,1
"Rexo2","Androgen",1.79135638657,-1
"Rgs10","Androgen",1.6670708804,-1
"Rgs17","Androgen",2.46073888849,-1
"Rnf14","Androgen",1.84071340457,1
"Rnf2","Androgen",1.26647233426,1
"Rnf34","Androgen",1.67868098742,-1
"Rnf41","Androgen",1.67079192985,1
"Rnf43","Androgen",2.71153223536,-1
"Rnft2","Androgen",1.86742520312,-1
"Rreb1","Androgen",0.910165100939,1
"Sap30","Androgen",1.91996836724,1
"Sart3","Androgen",1.37017391415,-1
"Sash1","Androgen",3.66820299125,1
"Saysd1","Androgen",1.61029533463,-1
"Sc5d","Androgen",2.37507635146,1
"Scap","Androgen",2.92921089044,1
"Scyl3","Androgen",2.23392489312,-1
"Sec14l2","Androgen",4.38852738911,1
"Sec24a","Androgen",2.50857888978,1
"Sec24b","Androgen",2.81452395167,1
"Sec24d","Androgen",2.95807251287,1
"Selenop","Androgen",6.33678058131,1
"Sema6a","Androgen",2.61147346288,-1
"Serp1","Androgen",2.07945113128,1
"Serpini1","Androgen",3.49727417709,-1
"Sgk1","Androgen",12.8168418138,1
"Sh3bgrl","Androgen",2.98099523532,1
"Sh3d21","Androgen",1.6012014506,1
"Sis","Androgen",5.79500307445,-1
"Slc12a6","Androgen",2.69364780416,-1
"Slc15a2","Androgen",5.13992665138,1
"Slc16a6","Androgen",6.47193846835,1
"Slc19a2","Androgen",5.2802632482,1
"Slc20a2","Androgen",2.31873600468,-1
"Slc25a37","Androgen",2.27953485629,1
"Slc35f2","Androgen",4.53735066489,1
"Slc38a4","Androgen",7.36380493768,1
"Slc43a1","Androgen",4.03557670537,1
"Slc44a1","Androgen",2.28323607657,-1
"Slc5a1","Androgen",1.11726984812,-1
"Slco2a1","Androgen",5.01610967418,1
"Slitrk3","Androgen",3.32064361336,-1
"Smpd2","Androgen",2.00896147935,1
"Snai2","Androgen",19.8215089854,1
"Snrk","Androgen",2.28589368592,-1
"Socs2","Androgen",4.66149336276,1
"Sord","Androgen",5.77756578443,1
"Spata2","Androgen",1.51318119474,1
"Spcs3","Androgen",0.791418075513333,1
"Spdef","Androgen",3.75095128457,1
"Spint2","Androgen",1.57358081456,-1
"Spock1","Androgen",4.06659802779,1
"Spryd7","Androgen",2.27908159478,1
"Sptlc3","Androgen",2.80921636126,-1
"Srgap3","Androgen",1.02827623635,-1
"Srp19","Androgen",2.67846488051,1
"Ssr1","Androgen",2.21951608034,1
"Ssr2","Androgen",1.68625946996,1
"Ssr3","Androgen",2.73784886452,1
"Ssx2ip","Androgen",1.73801373325,1
"St3gal1","Androgen",3.07196513259,-1
"St6galnac5","Androgen",2.39871940096,-1
"Steap4","Androgen",9.19433931111,1
"Stk17b","Androgen",3.69386229774,1
"Stk3","Androgen",1.74725434012,-1
"Stk39","Androgen",6.93412462041,1
"Styk1","Androgen",2.16289852081,1
"Swap70","Androgen",1.83178578403,-1
"Synj1","Androgen",2.07659998881,1
"Sytl2","Androgen",5.38953615735,-1
"Taok3","Androgen",2.08293403934,1
"Tapt1","Androgen",1.42027667075,-1
"Tbc1d4","Androgen",3.08707216089,1
"Tbc1d8","Androgen",3.76201874154,1
"Tdp1","Androgen",1.55964295371,-1
"Tek","Androgen",0.978002988939,1
"Tenm1","Androgen",2.37952949137,1
"Tex2","Androgen",3.29953815655,1
"Tg","Androgen",1.00747757915,1
"Tgm3","Androgen",1.80271650331,-1
"Thrap3","Androgen",1.3305842824,1
"Thrb","Androgen",2.04653988374,1
"Thumpd1","Androgen",1.83558275843,1
"Tiparp","Androgen",8.33235975736,1
"Tle1","Androgen",1.7798960211,-1
"Tll1","Androgen",2.46391807731,-1
"Tmed10","Androgen",1.57260682742,1
"Tmem106c","Androgen",2.0675965848,-1
"Tmem132a","Androgen",1.19770420348,-1
"Tmem38b","Androgen",4.13283619758,-1
"Tmem39a","Androgen",1.56477586261,1
"Tmem47","Androgen",3.5903229101,1
"Tmprss2","Androgen",11.4906307374,1
"Tnfaip8","Androgen",6.83059409493,1
"Tnfrsf21","Androgen",4.09961156742,-1
"Tpd52","Androgen",4.54571137515,1
"Trim24","Androgen",1.08049131343,1
"Trim33","Androgen",1.58914729298,1
"Trim36","Androgen",3.33793117497,1
"Trim45","Androgen",2.4815293526,-1
"Trpm8","Androgen",3.83541868895,1
"Trps1","Androgen",3.76135107079,-1
"Tspan15","Androgen",1.88944098815,-1
"Tspan3","Androgen",3.04694823602,-1
"Tspan5","Androgen",2.38404860756,-1
"Tspan9","Androgen",0.931832320894,-1
"Tulp4","Androgen",3.19079944336,-1
"Twistnb","Androgen",2.04836033177,1
"Uap1","Androgen",7.62235942884,1
"Ube2d1","Androgen",1.90503417699,1
"Ube2e1","Androgen",1.67457030253,1
"Ube2j1","Androgen",3.76002103397,1
"Uqcc1","Androgen",1.39363356804,-1
"Uso1","Androgen",1.91862489583,1
"Vcl","Androgen",2.29361215586,1
"Wdr41","Androgen",1.29572675635,1
"Wdr44","Androgen",1.65933530683,1
"Wdyhv1","Androgen",2.02195689009,1
"Wls","Androgen",2.95958326649,-1
"Wnt7b","Androgen",2.72154168855,1
"Wwp1","Androgen",2.35337668169,1
"Zbbx","Androgen",1.67411043802,-1
"Zbtb1","Androgen",1.95299855577,1
"Zbtb10","Androgen",4.66305998722,1
"Zbtb16","Androgen",10.6144369438,1
"Zbtb43","Androgen",3.14677333308,-1
"Zfhx3","Androgen",1.59320191762,1
"Zfp532","Androgen",2.26921353171,1
"Zfp652","Androgen",2.90515742379,1
"0610030E20Rik","EGFR",1.35912771409197,-1
"4931406C07Rik","EGFR",2.59084283821753,-1
"9130008F23Rik","EGFR",2.37023910496811,1
"Abca5","EGFR",1.81081978135144,-1
"Abhd18","EGFR",1.2730325781368,-1
"Abo","EGFR",0.760367825537734,1
"Acadsb","EGFR",1.47016626479527,-1
"Actb","EGFR",2.10611306153199,1
"Actr6","EGFR",0.960893001607884,-1
"Adora1","EGFR",1.26781000839001,1
"Aen","EGFR",2.98740289742821,1
"Afap1l1","EGFR",1.79269361878391,1
"Aftph","EGFR",1.31382948666571,-1
"Ajuba","EGFR",3.19326466262031,-1
"Akap9","EGFR",1.29226740569268,-1
"Akirin1","EGFR",1.77613264690379,1
"Aloxe3","EGFR",1.87497320027495,1
"Amd1","EGFR",1.29744628893418,1
"Amd2","EGFR",1.29744628893418,1
"Anapc16","EGFR",1.82101835805423,-1
"Ankrd53","EGFR",0.70352788045061,1
"Arc","EGFR",2.66041241813413,1
"Areg","EGFR",3.88796768844348,1
"Arfgef1","EGFR",1.27625305781611,-1
"Arid3b","EGFR",1.48796990141943,1
"Arid4a","EGFR",2.15927116967603,-1
"Arpc5l","EGFR",1.88861979581376,1
"Asb6","EGFR",1.01258184769499,1
"Asb8","EGFR",1.43939751861541,-1
"Atf2","EGFR",1.08915461320624,-1
"Atg14","EGFR",2.36014716245379,-1
"Atg2b","EGFR",1.64558044699328,-1
"Atp8a1","EGFR",1.06251645763284,-1
"Atrn","EGFR",1.2646208677047,-1
"Atxn3","EGFR",1.27427867376912,-1
"AU040320","EGFR",1.26766734837157,-1
"Auh","EGFR",2.19400351460581,-1
"B3gnt3","EGFR",1.0930950966326,1
"Baz2b","EGFR",2.58952984029685,-1
"BC016579","EGFR",1.67796086028865,1
"Bcl6","EGFR",2.33081376446782,-1
"Bdh2","EGFR",1.81977498473107,-1
"Bmt2","EGFR",3.92713913620594,-1
"Bola1","EGFR",1.17618384330964,-1
"Brd3","EGFR",1.1156518619155,-1
"Brd9","EGFR",1.03738554690202,1
"Bsdc1","EGFR",1.26936896809616,-1
"Bzw1","EGFR",2.74615194948898,1
"C2cd5","EGFR",1.93904307015901,-1
"C77080","EGFR",2.50694146733729,-1
"Cacng8","EGFR",0.816285322935798,1
"Calcoco2","EGFR",0.924869347376108,-1
"Carf","EGFR",1.60128408140437,-1
"Catsperb","EGFR",0.846782550822027,-1
"Cbarp","EGFR",0.979442478621881,1
"Cbfb","EGFR",1.71724241472603,1
"Cbr4","EGFR",1.60361314894398,-1
"Ccdc115","EGFR",2.39194813488355,-1
"Ccdc27","EGFR",0.931980715506223,1
"Ccdc28a","EGFR",3.1018147713204,-1
"Ccdc6","EGFR",1.72081462051235,-1
"Ccdc86","EGFR",2.82515173834902,1
"Ccnd1","EGFR",4.79979292364611,1
"Cd160","EGFR",0.762055840881122,1
"Cd3eap","EGFR",2.17382493585772,1
"Cdc40","EGFR",1.09820319187366,-1
"Cdipt","EGFR",1.67323908018066,-1
"Cdk19","EGFR",1.58603171745349,-1
"Cdkl3","EGFR",0.80876662183836,-1
"Cdkn1b","EGFR",3.267665796592,-1
"Cenpc1","EGFR",1.56189489195844,-1
"Cep162","EGFR",0.975543299665056,-1
"Cep57","EGFR",1.85056629632952,-1
"Cep68","EGFR",1.6695548170153,-1
"Cept1","EGFR",0.994593734124264,-1
"Cfl1","EGFR",1.32924547866267,1
"Chrna10","EGFR",0.689980899769992,1
"Clasp1","EGFR",1.08025990956627,-1
"Clcf1","EGFR",2.60738049291498,1
"Cldn8","EGFR",2.01870784848733,-1
"Clk4","EGFR",1.45238315884996,-1
"Clmp","EGFR",3.01088927725956,1
"Cln3","EGFR",1.42052132606013,-1
"Cmc4","EGFR",1.13854408835835,-1
"Cnbd2","EGFR",0.671849023230595,1
"Coa5","EGFR",2.22413442385404,-1
"Cog6","EGFR",1.45636489168343,-1
"Colca2","EGFR",2.70208600337211,-1
"Coq5","EGFR",2.35393782179036,-1
"Coro1a","EGFR",1.85802651503511,1
"Coro1c","EGFR",1.85104316003731,1
"Cox15","EGFR",1.02101352349791,-1
"Crbn","EGFR",2.13217520571709,-1
"Crebl2","EGFR",1.46668643065186,-1
"Crebrf","EGFR",4.02975235557488,-1
"Crebzf","EGFR",0.689660433678613,-1
"Creg1","EGFR",2.11342444878467,-1
"Cript","EGFR",2.04493786986832,-1
"Cryzl1","EGFR",1.18617423539729,-1
"Ctps","EGFR",3.72923236739708,1
"Cyp4b1","EGFR",1.92005359783734,-1
"Dazap2","EGFR",0.991471274023096,-1
"Dcaf13","EGFR",1.43423295705024,1
"Ddx21","EGFR",3.43778987572084,1
"Dennd4c","EGFR",1.23387441398768,-1
"Dhx40","EGFR",2.00566331708209,-1
"Dmxl1","EGFR",1.72166453220172,-1
"Dnal4","EGFR",1.28378286962836,-1
"Dock3","EGFR",1.03555785272402,-1
"Dram2","EGFR",2.02020843384779,-1
"Dspp","EGFR",2.35038711269519,1
"Dusp4","EGFR",6.96717967147409,1
"Dusp5","EGFR",7.94303950699731,1
"Dusp6","EGFR",12.629312588446,1
"Dusp7","EGFR",1.88417354393399,1
"Dync2li1","EGFR",1.43023860195831,-1
"Eapp","EGFR",2.23989973033089,-1
"Ech1","EGFR",1.76342002665602,-1
"Efcab7","EGFR",3.61050293971159,-1
"Efhc1","EGFR",2.03460366013141,-1
"Egr1","EGFR",6.31488006022279,1
"Egr2","EGFR",4.96240428298091,1
"Egr3","EGFR",6.27141550111319,1
"Egr4","EGFR",2.95307638542232,1
"Eif2ak1","EGFR",1.24041951965296,-1
"Eif4e","EGFR",1.38457799318149,1
"Elf2","EGFR",1.34292870001263,-1
"Enpp5","EGFR",2.42433289834441,-1
"Entpd6","EGFR",0.938076940979069,1
"Epha2","EGFR",5.41118410206543,1
"Ermap","EGFR",1.59623794312872,-1
"Etfdh","EGFR",1.66845875498315,-1
"Exoc1","EGFR",1.61891567145643,-1
"F2rl1","EGFR",3.59752602977769,1
"F3","EGFR",4.34107504353762,1
"Fam117a","EGFR",1.70251771517849,-1
"Fam149b","EGFR",1.01169501604092,-1
"Fam234a","EGFR",1.74042644033509,-1
"Fbxl4","EGFR",1.66371983087662,-1
"Fbxo3","EGFR",1.08094174808857,-1
"Fbxo9","EGFR",0.971014068125594,-1
"Fgf8","EGFR",0.745176376642254,1
"Fgfbp1","EGFR",2.86522627103183,1
"Fgfr2","EGFR",0.690533370040429,-1
"Fhod1","EGFR",1.63448823653931,1
"Fjx1","EGFR",2.51238636650433,1
"Fmo5","EGFR",1.25366168958306,-1
